Disp,Force
0.262379,8.377631836
0.266401,8.39915332
0.270484,8.420522461
0.274578,8.441249023
0.278994,8.46234668
0.283045,8.483825195
0.287436,8.504958008
0.291764,8.525884766
0.296101,8.546511719
0.30035,8.566258789
0.304696,8.585889648
0.30891,8.605880859
0.313361,8.625981445
0.317694,8.645814453
0.322237,8.665867188
0.327006,8.685297852
0.332585,8.704764648
0.336438,8.724417969
0.340853,8.743740234
0.346433,8.76209082
0.351651,8.780974609
0.35597,8.799702148
0.360869,8.818486328
0.365832,8.83740625
0.370688,8.855922852
0.375722,8.874148438
0.38065,8.892782227
0.385527,8.910615234
0.390536,8.92771582
0.395863,8.945431641
0.400636,8.96252832
0.405714,8.979682617
0.410778,8.996892578
0.4161,9.014643555
0.421384,9.031316406
0.426719,9.047592773
0.432139,9.06377832
0.437557,9.080138672
0.443313,9.096698242
0.448707,9.113754883
0.454072,9.129195313
0.459619,9.144830078
0.465382,9.160426758
0.470909,9.175956055
0.476492,9.190963867
0.481881,9.206741211
0.487916,9.221573242
0.493284,9.236523438
0.498833,9.251138672
0.504609,9.265430664
0.510487,9.279427734
0.51633,9.294742188
0.522027,9.308986328
0.528199,9.322723633
0.534459,9.336700195
0.540496,9.350716797
0.546889,9.364104492
0.552777,9.377362305
0.559065,9.390350586
0.565439,9.403313477
0.571512,9.416695313
0.577675,9.429291992
0.583873,9.441140625
0.59016,9.453672852
0.596549,9.465492188
0.602786,9.477504883
0.609162,9.489526367
0.615775,9.501239258
0.622087,9.512329102
0.628952,9.523354492
0.635257,9.534330078
0.641895,9.544602539
0.648516,9.556018555
0.655437,9.566879883
0.662455,9.576823242
0.669197,9.58627832
0.676164,9.596207031
0.683214,9.604958984
0.690322,9.614580078
0.697335,9.624205078
0.703321,9.633132813
0.711241,9.64115918
0.7187,9.649277344
0.725657,9.656798828
0.732972,9.664987305
0.740268,9.672739258
0.747229,9.680162109
0.755053,9.687012695
0.762147,9.693852539
0.769928,9.699904297
0.777576,9.706183594
0.784969,9.712643555
0.792956,9.71815918
0.801037,9.722736328
0.809086,9.727077148
0.817333,9.730776367
0.825211,9.734314453
0.83336,9.738044922
0.841526,9.741056641
0.849609,9.743322266
0.858149,9.745066406
0.866227,9.746358398
0.874498,9.747236328
0.883388,9.748022461
0.891835,9.748166016
0.900901,9.74740332
0.908598,9.745776367
0.918141,9.7434375
0.927213,9.740509766
0.936052,9.737533203
0.945211,9.73346875
0.954412,9.728777344
0.963951,9.723214844
0.973522,9.716476563
0.983284,9.707808594
0.99258,9.699866211
1.00214,9.690257813
1.01169,9.680193359
1.02165,9.669008789
1.03165,9.657623047
1.04148,9.644296875
1.05128,9.631039063
1.06091,9.616254883
1.07067,9.600811523
1.08082,9.584625977
1.09093,9.567767578
1.10112,9.549015625
1.11184,9.529644531
1.12178,9.509887695
1.13262,9.488233398
1.14315,9.464362305
1.15392,9.440130859
1.16487,9.414169922
1.17599,9.387436523
1.1869,9.359519531
1.198,9.329865234
1.20862,9.299078125
1.2199,9.267860352
1.23105,9.235228516
1.24227,9.200764648
1.25366,9.165402344
1.26516,9.128079102
1.27677,9.088776367
1.28843,9.047953125
1.30023,9.004942383
1.31264,8.959073242
1.32481,8.912
1.33753,8.861707031
1.35027,8.808116211
1.36311,8.751408203
1.37666,8.690143555
