Disp,Force
0.0953891,6.500666016
0.0960912,6.522926758
0.096865,6.54512207
0.0973033,6.566959473
0.0983259,6.588808594
0.0989678,6.610093262
0.0996301,6.631750488
0.100321,6.653635254
0.100922,6.674786621
0.101936,6.69601709
0.102594,6.717149414
0.103254,6.738345703
0.104098,6.75982959
0.105003,6.78135791
0.105777,6.802133789
0.106674,6.823250488
0.107531,6.844346191
0.108558,6.865462891
0.109493,6.887448242
0.110455,6.908710449
0.111517,6.929665039
0.112378,6.950915039
0.113104,6.972436035
0.114219,6.993145996
0.115313,7.013578125
0.116236,7.033978516
0.11742,7.054332031
0.118533,7.074446289
0.119709,7.094783203
0.1208,7.114742188
0.122181,7.134154297
0.123413,7.153800781
0.124657,7.173215332
0.126029,7.192118652
0.127455,7.211441406
0.128906,7.230269043
0.130401,7.248175293
0.131795,7.26632666
0.133444,7.284192383
0.135081,7.302654785
0.136741,7.32029541
0.138696,7.337757813
0.140461,7.354989746
0.142338,7.372336914
0.144346,7.389305664
0.146203,7.405916992
0.148378,7.422709473
0.150202,7.439228027
0.152549,7.455665527
0.154695,7.472166504
0.156612,7.487916992
0.158989,7.503662109
0.161043,7.519709473
0.163329,7.535831055
0.165747,7.551552734
0.168089,7.566613281
0.170295,7.582620605
0.172788,7.598013672
0.175437,7.613268555
0.177699,7.628320801
0.179989,7.643245117
0.182655,7.657832031
0.184973,7.672581543
0.187345,7.687521973
0.189646,7.701812012
0.192395,7.716470215
0.194887,7.730996094
0.197487,7.745401367
0.200263,7.75995459
0.202634,7.773908203
0.205266,7.787606445
0.207853,7.802126465
0.210661,7.816709961
0.21327,7.831036621
0.216117,7.845138672
0.218999,7.859111328
0.221784,7.87298291
0.224596,7.8870625
0.227544,7.900874512
0.230267,7.913805176
0.233273,7.927372559
0.236065,7.940521973
0.239028,7.953994141
0.241864,7.967418945
0.244751,7.980985352
0.247605,7.994424805
0.25059,8.00770459
0.253554,8.02088916
0.25639,8.033898926
0.259293,8.046839844
0.262225,8.059777344
0.265066,8.072663086
0.268308,8.085005371
0.271518,8.097679688
0.274296,8.110089355
0.277667,8.122294922
0.280484,8.134732422
0.283567,8.146955566
0.286721,8.159306152
0.289885,8.171493652
0.293165,8.183911133
0.295764,8.195515625
0.299439,8.208120117
0.302524,8.220168945
0.30581,8.23212793
0.309195,8.244171875
0.3125,8.255783203
0.315855,8.267583008
0.318848,8.279217773
0.322027,8.291393555
0.32525,8.302459961
0.328793,8.313993164
0.332207,8.325899414
0.335586,8.337518555
0.338871,8.349239258
0.342154,8.360364258
0.345613,8.371076172
0.3489,8.381503906
0.352228,8.392708984
0.35573,8.403685547
0.358943,8.414699219
0.362555,8.425825195
0.365877,8.436893555
0.369295,8.447898438
0.372221,8.458371094
0.376194,8.468606445
0.379544,8.479475586
0.382997,8.490399414
0.386641,8.500892578
0.390249,8.511170898
0.393796,8.521764648
0.397356,8.532245117
0.401241,8.542257813
0.404624,8.553108398
0.408461,8.563631836
0.412249,8.572810547
0.41622,8.582836914
0.419857,8.592932617
0.42352,8.602552734
0.4276,8.612635742
0.430923,8.622876953
0.434777,8.632518555
0.438387,8.642757813
0.442042,8.652640625
0.44586,8.66230957
0.449497,8.672054688
0.453277,8.682244141
0.457141,8.691556641
0.460797,8.700708984
0.46465,8.710344727
0.468485,8.719473633
0.472288,8.728698242
0.47593,8.737858398
0.479929,8.747186523
0.483736,8.756327148
0.487644,8.765288086
0.491414,8.774342773
0.495657,8.782618164
0.499623,8.791828125
0.503337,8.800338867
0.507409,8.809280273
0.51135,8.818176758
0.515462,8.827027344
0.519465,8.835666992
0.523678,8.844368164
0.527881,8.852916016
0.531889,8.860679688
0.536075,8.869436523
0.540044,8.877860352
0.544121,8.886332031
0.548276,8.894633789
0.552576,8.902751953
0.55685,8.910616211
0.560617,8.918598633
0.564926,8.9265625
0.569019,8.934259766
0.573211,8.942341797
0.577379,8.950369141
0.581611,8.958012695
0.585578,8.965827148
0.589686,8.973335938
0.594022,8.980941406
0.59815,8.988742188
0.602503,8.996449219
0.606598,9.003899414
0.610928,9.011140625
0.615195,9.018451172
0.619653,9.025979492
0.623981,9.03306543
0.62816,9.04037793
0.632197,9.047535156
0.637274,9.054393555
0.641367,9.06128125
0.645702,9.068021484
0.650319,9.074713867
0.65478,9.08153418
0.659217,9.088427734
0.66376,9.095327148
0.668468,9.102104492
0.672875,9.10825
0.677128,9.114342773
0.681675,9.121172852
0.686079,9.12778418
0.690583,9.134313477
0.695228,9.140826172
0.699764,9.147389648
0.704162,9.153517578
0.708804,9.159675781
0.713482,9.165796875
0.718089,9.171649414
0.722691,9.177423828
0.727515,9.183415039
0.732185,9.188711914
0.736791,9.194717773
0.741623,9.200763672
0.746165,9.206384766
0.751095,9.212273438
0.755688,9.217522461
0.760332,9.223061523
0.765363,9.228115234
0.770446,9.233710938
0.775004,9.23884668
0.779786,9.243480469
0.784614,9.248867188
0.789394,9.25375293
0.794235,9.258887695
0.799318,9.264029297
0.804023,9.268980469
0.808951,9.273431641
0.813856,9.2780625
0.818661,9.282535156
0.823592,9.286518555
0.82833,9.291130859
0.833353,9.295839844
0.838202,9.300198242
0.843091,9.304560547
0.847997,9.308603516
0.852939,9.312797852
0.858016,9.317166992
0.862699,9.321373047
0.867847,9.325125977
0.872789,9.329206055
0.878232,9.333017578
0.883209,9.336803711
0.888637,9.340474609
0.893692,9.344239258
0.899054,9.347128906
0.904052,9.350424805
0.909304,9.353504883
0.914358,9.356376953
0.919774,9.359295898
0.925034,9.362799805
0.930209,9.365641602
0.935769,9.368504883
0.940962,9.371148438
0.946471,9.373436523
0.951823,9.376112305
0.957016,9.378589844
0.962409,9.380476563
0.967994,9.382298828
0.973129,9.384578125
0.978566,9.386890625
0.983972,9.389263672
0.989426,9.391461914
0.994808,9.392834961
1.00035,9.394227539
1.00584,9.395777344
1.0116,9.397047852
1.01704,9.397650391
1.02257,9.399380859
1.02827,9.400494141
1.03408,9.40115332
1.03967,9.402254883
1.0454,9.402648438
1.05126,9.402902344
1.057,9.403060547
1.06282,9.403490234
1.06871,9.403011719
1.07457,9.403310547
1.08039,9.40290625
1.08648,9.40209668
1.09238,9.401633789
1.09822,9.400838867
1.10424,9.399836914
1.11033,9.398585938
1.11617,9.397301758
1.12204,9.395545898
1.12799,9.393922852
1.134,9.392413086
1.14014,9.390685547
1.14573,9.388927734
1.15191,9.387092773
1.1578,9.384609375
1.16392,9.381698242
1.17011,9.379084961
1.17675,9.375974609
1.18234,9.372811523
1.18854,9.369450195
1.19481,9.366081055
1.20097,9.362224609
1.20708,9.35884375
1.21352,9.354719727
1.21983,9.349987305
1.22641,9.345317383
1.23282,9.340038086
1.2392,9.334692383
1.24556,9.329294922
1.25224,9.323486328
1.25835,9.317266602
1.26482,9.31153418
1.2711,9.305639648
1.27739,9.299407227
1.28391,9.293173828
1.29022,9.286320313
1.29652,9.278999023
1.30315,9.271926758
1.30963,9.264546875
1.31589,9.25696582
1.32284,9.249304688
1.32908,9.24097168
1.33555,9.232696289
1.34223,9.223908203
1.34875,9.215003906
1.35538,9.205699219
1.36198,9.196220703
1.36849,9.18680957
1.37523,9.176584961
1.38186,9.166501953
1.3887,9.155657227
1.39549,9.144546875
1.40226,9.133272461
1.4091,9.121749023
1.416,9.109647461
1.42304,9.096883789
1.42962,9.084919922
1.43667,9.071644531
1.44355,9.058543945
1.45057,9.045230469
1.45746,9.031352539
1.46447,9.017171875
1.47157,9.002594727
1.47853,8.987693359
1.48554,8.972407227
1.49249,8.957155273
1.49953,8.941400391
1.50659,8.924780273
1.51399,8.908117188
1.52099,8.890881836
1.52814,8.873150391
1.5356,8.855216797
1.54223,8.83640918
1.55005,8.817246094
1.55763,8.79759668
1.56486,8.777331055
1.57231,8.755770508
1.57995,8.734138672
1.58761,8.711648438
1.59529,8.687957031
1.6029,8.664320313
1.61075,8.640040039
1.61854,8.614758789
1.62632,8.588421875
1.63428,8.56169043
1.64263,8.533915039
1.65027,8.504664063
1.65842,8.475185547
1.66637,8.444956055
1.67467,8.413493164
1.68286,8.380548828
1.6914,8.34521875
